Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
2120,Sahakar Premier ,301 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1070.0,7444.0,3.0,2,2,79.7
2121,Strawberry ONYX ,101 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1015.0,8137.0,1.0,2,2,82.6
2122,Lodha Casa Ultima ,004 Chirak Nagar Thane Mumbai,Nagar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,622.0,14112.0,20.0,1,1,87.8
2123,Puranik City Phase 3 ,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450.0,13333.0,8.0,1,2,60.0
2124,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,904.0,20464.0,20.0,2,2,185.0
2125,Laabh Pehla Ghar Shubh Sanket Complex ,000 Ghodbunder Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,411.0,10462.0,1.0,1,1,43.0
2126,Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1000.0,19000.0,16.0,2,2,190.0
2127,Rutu Enclave ,000 Anand Nagar Thane Mumbai,Nagar Thane,5 to 10 Year,Ready To Move,Carpet Area,411.0,11192.0,3.0,1,1,46.0
2128,Cosmos Jewels ,000 Anand Nagar Thane Mumbai,Nagar Thane,1 to 5 Year,Ready To Move,Carpet Area,700.0,13142.0,8.0,2,2,92.0
2130,Unnamed Property,701 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,13600.0,7.0,2,2,170.0
2132,Dharti Ashtavinayak Tower ,604 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1310.0,6641.0,6.0,2,2,87.0
2133,Unnamed Property,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450.0,11777.0,4.0,1,2,53.0
2134,Unique Greens ,000 kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,500.0,12600.0,12.0,1,2,63.0
2135,Unnamed Property,000 Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Carpet Area,430.0,12790.0,15.0,1,2,55.0
2136,Unnamed Property,000 Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Carpet Area,425.0,12705.0,5.0,1,2,54.0
2137,Puraniks Hometown ,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,480.0,11250.0,2.0,1,1,54.0
2138,Shree Sankalp ,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,650.0,14153.0,6.0,2,2,92.0
2139,Neelkanth Gardens ,Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1000.0,25500.0,3.0,2,2,255.0
2140,Vijaya Heritage ,Vijaya Heritage Road No 11 Central Avenue Road Central Avenue Road Chembur East Mumbai Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1450.0,26551.0,9.0,3,3,385.0
2141,Imperial Heights ,Goregaon West Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1445.0,23529.0,24.0,3,4,340.0
2142,Platinum Emporius ,500 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,38.31,43437.375,5.0,2,2,135.0
2143,RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,700.0,10285.0,6.0,1,1,72.0
2144,Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,13076.0,10.0,1,1,85.0
2145,Avicon Levante ,800 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,8857.0,8.0,1,2,62.0
2146,Pragati Moral Orchid ,400 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,705.0,7801.0,4.0,1,2,55.0
2147,Priyanka Unite ,200 Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1125.0,10933.0,2.0,2,2,123.0
2148,Unnamed Property,Hiranandani Meadows Thane Mumbai,Meadows Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,11333.0,2.0,2,2,170.0
2149,Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,920.0,24456.0,10.0,2,2,225.0
2150,Unnamed Property,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,677.0,11078.0,4.0,1,1,75.0
2151,The Park Residences ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1115.0,40358.0,15.0,3,3,399.5
2152,Raheja Acropolis ,Raheja Acropolis Ii Sion Trombay Road Deonar Chembur Mumbai Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1250.0,22000.0,3.0,3,2,275.0
2153,Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1185.0,12236.0,18.0,2,2,145.0
2154,RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1250.0,9200.0,10.0,3,2,115.0
2155,RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,9047.0,3.0,2,2,95.0
2156,City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,11011.0,14.0,2,2,98.0
2157,Shree Ramtanu Narayan Ellite ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,10588.0,5.0,1,1,72.0
2158,Prabhu Shrine ,604 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,450.0,12222.0,6.0,1,1,55.0
2159,Unnamed Property,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430.0,6976.0,2.0,1,2,30.0
2160,Gami Amar Harmony ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,693.0,5627.0,14.0,1,2,39.0
2161,Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115.0,7354.0,19.0,2,2,82.0
2162,Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,690.0,7101.0,12.0,1,2,49.0
2163,Unnamed Property,Siddheshwar Garden Kolshet Road Near D Mart Dhokali Thane Mumbai,Dhokali Thane,1 to 5 Year,Ready To Move,Carpet Area,710.0,16760.0,11.0,2,2,119.0
2164,Terraform Everest World ,Everest World Kolshet Road Dokali Pada Thane Mumbai,Pada Thane,1 to 5 Year,Ready To Move,Carpet Area,890.0,15955.0,12.0,3,2,142.0
2165,Unnamed Property,Kalpataru Sunrise Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1675.0,21779.0,8.0,3,3,235.0
2166,Lodha Amara ,Lodha Amara Thane W Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1450.0,16526.0,25.5,3,3,157.0
2167,Neelsidhi Tower ,Sector 12 Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1000.0,27500.0,1.0,3,3,275.0
2168,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,672.0,14880.0,12.0,2,2,100.0
2169,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,23882.0,24.0,3,2,310.0
2170,Godrej The Trees ,Phirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1943.875,43437.375,17.0,4,4,399.5
2171,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,22342.0,25.5,3,2,290.0
2172,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25038.0,25.5,3,3,325.0
2173,Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25346.0,22.0,3,3,329.0
2174,Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1135.0,26431.0,25.5,3,2,300.0
2175,Godrej The Trees ,Pirojshanagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,940.0,36170.0,13.0,2,2,340.0
2176,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1120.0,38839.0,10.0,3,2,399.5
2177,Godrej The Trees ,Pirojshah Nagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,640.0,26875.0,2.0,1,1,172.0
2178,Unnamed Property,Kapurbawadi Thane Mumbai,Kapurbawadi Thane,1 to 5 Year,Ready To Move,Built Up Area,740.0,19189.0,8.0,2,2,142.0
2179,Unnamed Property,Dhokali Thane Mumbai,Dhokali Thane,1 to 5 Year,Ready To Move,Built Up Area,744.0,18951.0,8.0,2,2,141.0
2180,Omkar Empire ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,8800.0,9.0,2,2,110.0
2181,Unnamed Property,Kolshet Thane Mumbai,Kolshet Thane,0 to 1 Year,Ready To Move,Carpet Area,940.0,17234.0,25.0,2,4,162.0
2182,Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1150.0,8260.0,7.0,2,2,95.0
2183,Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1186.0,20657.0,1.0,2,2,245.0
2184,Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1905.0,19947.0,1.0,3,3,380.0
2185,Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,8260.0,1.0,1,1,57.0
2186,Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1335.0,10112.0,8.0,3,2,135.0
2187,Kanakia Zen World ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,935.0,26595.0,2.0,2,2,200.0
2188,Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,8571.0,12.0,2,2,90.0
2189,Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,660.0,6060.0,4.0,1,2,40.0
2190,Rajesh Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1075.0,7441.0,3.0,2,2,80.0
2191,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Carpet Area,1167.0,16966.0,3.0,3,3,198.0
2192,Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Built Up Area,1062.0,16195.0,25.0,2,2,172.0
2193,Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Built Up Area,1690.0,11834.0,4.0,3,3,200.0
2194,Unnamed Property,Anand Nagar Thane Mumbai,Nagar Thane,0 to 1 Year,Ready To Move,Built Up Area,876.0,10844.0,6.0,2,2,95.0
2195,Unnamed Property,Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Built Up Area,877.0,8323.0,5.0,2,2,73.0
2196,Unnamed Property,1304 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680.0,16911.0,14.0,2,2,115.0
2197,Hiranandani Castle Rock ,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1230.0,26422.0,12.0,2,2,325.0
2198,Gurukrupa Aramus Complex ,1100 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100.0,6727.0,11.0,1,1,74.0
2199,Varsha Balaji Darshan ,300 Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,9203.0,3.0,2,2,104.0
2200,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,15200.0,13.0,3,3,228.0
2201,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15000.0,11.0,3,3,225.0
2202,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9800.0,22.0,2,2,98.0
2203,Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9900.0,7.0,2,2,99.0
2204,Lodha Altia ,Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,1057.0,37617.0,25.5,2,2,240.0
2205,Atlantis ,1801 Panch Pakhadi Thane Mumbai,Pakhadi Thane,5 to 10 Year,Ready To Move,Super Built Up Area,580.0,15517.0,18.0,1,2,90.0
2206,SKG Vijayashree ,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1775.0,21126.0,2.0,3,3,375.0
2207,Sabari Ashiana ,Sabari Aashiana Chs Ltd Deonar Form Road Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1600.0,26562.0,4.0,3,3,399.5
2208,Godrej The Trees ,Off Eastern Express Highway Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1398.0,31473.0,12.0,3,2,399.5
2209,Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,1943.875,22067.0,3.0,3,3,395.0
2210,Sheth Auris Ilaria ,2609 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1006.0,16820.0,25.5,2,2,169.0
2211,Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Malad,0 to 1 Year,Ready To Move,Super Built Up Area,1943.875,24831.0,20.0,4,5,399.5
2212,Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Malad,0 to 1 Year,Ready To Move,Super Built Up Area,1943.875,24129.0,20.0,3,3,399.5
2213,Unnamed Property,1111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680.0,13235.0,11.0,2,2,88.0
2214,SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,9353.0,1.0,1,2,68.8
2215,Strawberry ONYX ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925.0,8918.0,1.0,2,2,82.5
2216,Unnamed Property,888 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,13274.0,8.0,2,2,90.0
2217,Rajesh Presidency ,Sector 3 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1600.0,8750.0,5.0,3,3,140.0
2218,SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,9279.0,2.0,2,2,100.0
2219,Hiranandani-Estate Brentford ,302 Ghodbunder Road Thane Mumbai,Road Thane,10+ Year,Ready To Move,Carpet Area,370.0,22972.0,3.0,1,1,85.0
2220,Umiya Oasis ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,715.0,9020.0,15.0,1,2,64.5
2221,Sahakar Premier ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,7674.0,2.0,2,2,82.5
2222,Unnamed Property,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1085.0,7695.0,5.0,2,2,83.5
2223,Janki Legacy ,Ramdev Park Ramdev Park Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,8639.0,5.0,1,2,63.5
2224,RNA NG Silver Spring ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1095.0,8218.0,5.0,2,2,90.0
2225,Shree Tirupati Riviera ,Siddheshwar Garden Kolshet Road Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1290.0,14494.0,7.0,3,2,129.0
2226,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,765.0,17516.0,6.0,2,2,134.0
2227,Lodha Amara ,Lodha Amara 2bhk Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,672.0,14583.0,15.0,2,2,98.0
2228,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,955.0,16439.0,23.0,3,3,157.0
2229,Tulsi Aura ,Sector 8 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,635.0,12598.0,6.0,1,2,80.0
2230,Unnamed Property,Thakur Village Mumbai,Thakur Village,1 to 5 Year,Ready To Move,Carpet Area,1047.0,31041.0,20.0,3,3,325.0
2231,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1190.0,17931.0,8.0,2,2,137.0
2232,Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,780.0,17692.0,10.0,2,2,138.0
2233,Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,704.0,6676.0,6.0,1,2,47.0
2234,Kalpataru Sunrise ,Kalpataru Sunrise Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1089.0,20569.0,15.0,3,3,224.0
2235,Lodha Sterling ,Lodha Sterling Kolshet Road Thane W Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,17647.0,7.0,2,2,159.0
2236,Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1020.0,15476.0,6.0,2,2,104.0
2237,Unnamed Property,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1264.0,18196.0,9.0,2,2,230.0
2238,Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbaik 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1280.0,18750.0,7.0,3,2,240.0
2239,Unnamed Property,1002 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1943.875,20679.0,10.0,4,4,399.5
2240,Unnamed Property,1111 Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Super Built Up Area,900.0,11000.0,25.5,2,2,99.0
2241,Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440.0,17361.0,6.0,3,2,250.0
2242,Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1840.0,16304.0,4.0,3,3,300.0
2243,Sun Sundaram Tower ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1125.0,8711.0,9.0,2,2,98.0
2244,One Hiranandani Park ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,1 to 5 Year,Ready To Move,Built Up Area,1943.875,20950.0,4.0,3,3,399.5
2245,Runwal Eirene ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,11818.0,23.0,3,3,195.0
2246,Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,620.0,6129.0,4.0,1,1,38.0
2247,Unnamed Property,0000 Bhaskar Colony Thane Mumbai,Colony Thane,0 to 1 Year,Ready To Move,Carpet Area,738.0,23712.0,4.0,2,2,175.0
2248,Unnamed Property,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7862.0,9.0,1,1,57.0
2249,Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1280.0,23437.0,25.5,3,3,300.0
2250,Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,7000.0,1.0,2,2,84.0
2251,Unnamed Property,0000 Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,5 to 10 Year,Ready To Move,Carpet Area,1450.0,22413.0,10.0,4,4,325.0
2252,Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,990.0,24747.0,3.0,2,2,245.0
2253,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,40897.0,16.0,1,2,155.0
2254,Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,39577.0,16.0,1,2,150.0
2255,L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1060.0,25283.0,14.0,2,2,268.0
2256,Delta Avenue ,0000 Uthalsar Thane Mumbai,Uthalsar Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,16190.0,2.0,2,2,170.0
2257,Tridhaatu The Grand ,1202 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1900.0,22631.0,12.0,3,3,399.5
2258,Unnamed Property,Ghantali Thane Mumbai,Ghantali Thane,10+ Year,Ready To Move,Carpet Area,340.0,16764.0,3.0,1,1,57.0
2259,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1943.875,43437.375,17.0,4,4,399.5
2260,Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,38461.0,7.0,3,3,399.5
2261,Paradise Sai Pearls ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1240.0,8870.0,8.0,2,2,110.0
2262,Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,20312.0,5.0,3,3,325.0
2263,L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,23370.0,21.0,2,2,208.0
2264,Dosti Imperia ,Garden Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1220.0,22207.0,11.0,2,2,163.0
2265,Unnamed Property,333 Ghatkopar East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,680.0,37205.0,3.0,2,2,253.0
2266,Unnamed Property,302 Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Super Built Up Area,1300.0,16923.0,3.0,3,2,220.0
2267,Dosti Imperia ,Opp  R Mall Manpada Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,1943.875,19772.0,20.0,4,5,399.5
