Property_Name,Location,Region,Property_Age,Availability,Area_Type,Area_SqFt,Rate_SqFt,Floor_No,Bedroom,Bathroom,Price_Lakh
SD Alpine ,Kandivali East Mumbai,Kandivali Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1037.0,31340,44,3,3,325.0
Tata Amantra ,G0256 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,1530.0,5773,21,3,3,88.3
Tata Amantra ,F 2156 Kalyan West Mumbai Beyond Thane Mumbai,Mumbai Thane,0 to 1 Year,Ready To Move,Built Up Area,1476.0,5849,22,3,2,86.3
Sahakar Premier ,301 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1070.0,7444,3,2,2,79.7
Strawberry ONYX ,101 Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1015.0,8137,1,2,2,82.6
Lodha Casa Ultima ,004 Chirak Nagar Thane Mumbai,Nagar Thane,5 to 10 Year,Ready To Move,Super Built Up Area,622.0,14112,20,1,1,87.8
Puranik City Phase 3 ,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450.0,13333,8,1,2,60.0
Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,904.0,20464,20,2,2,185.0
Laabh Pehla Ghar Shubh Sanket Complex ,000 Ghodbunder Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,411.0,10462,1,1,1,43.0
Unnamed Property,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1000.0,19000,16,2,2,190.0
Rutu Enclave ,000 Anand Nagar Thane Mumbai,Nagar Thane,5 to 10 Year,Ready To Move,Carpet Area,411.0,11192,3,1,1,46.0
Cosmos Jewels ,000 Anand Nagar Thane Mumbai,Nagar Thane,1 to 5 Year,Ready To Move,Carpet Area,700.0,13142,8,2,2,92.0
Unnamed Property,601 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,12960,6,2,2,162.0
Unnamed Property,701 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1250.0,13600,7,2,2,170.0
Unnamed Property,801 Naupada Thane Mumbai,Naupada Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1150.0,10869,8,1,2,125.0
Dharti Ashtavinayak Tower ,604 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1310.0,6641,6,2,2,87.0
Unnamed Property,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,450.0,11777,4,1,2,53.0
Unique Greens ,000 kavesar Thane Mumbai,Kavesar Thane,1 to 5 Year,Ready To Move,Carpet Area,500.0,12600,12,1,2,63.0
Unnamed Property,000 Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Carpet Area,430.0,12790,15,1,2,55.0
Unnamed Property,000 Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Carpet Area,425.0,12705,5,1,2,54.0
Puraniks Hometown ,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,480.0,11250,2,1,1,54.0
Shree Sankalp ,000 Kasar vadavali Thane Mumbai,Vadavali Thane,1 to 5 Year,Ready To Move,Carpet Area,650.0,14153,6,2,2,92.0
Neelkanth Gardens ,Neelkanth Gardens Chs Ltd Opp Jain Temple Govandi East Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1000.0,25500,3,2,2,255.0
Vijaya Heritage ,Vijaya Heritage Road No 11 Central Avenue Road Central Avenue Road Chembur East Mumbai Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1450.0,26551,9,3,3,385.0
Imperial Heights ,Goregaon West Mumbai,Goregaon Mumbai,1 to 5 Year,Ready To Move,Carpet Area,1445.0,23529,24,3,4,340.0
Platinum Emporius ,500 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,38.31,352388,5,2,2,135.0
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,700.0,10285,6,1,1,72.0
Vihan Sunshine Heights ,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,650.0,13076,10,1,1,85.0
Avicon Levante ,800 Sector 17 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,700.0,8857,8,1,2,62.0
Pragati Moral Orchid ,400 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,705.0,7801,4,1,2,55.0
Priyanka Unite ,200 Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1125.0,10933,2,2,2,123.0
Unnamed Property,Hiranandani Meadows Thane Mumbai,Meadows Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,11333,2,2,2,170.0
Omkar Alta Monte ,Malad East Mumbai,Malad Mumbai,1 to 5 Year,Ready To Move,Carpet Area,920.0,24456,10,2,2,225.0
Unnamed Property,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,677.0,11078,4,1,1,75.0
The Park Residences ,Oshiwara Mumbai,Oshiwara Mumbai,0 to 1 Year,Ready To Move,Carpet Area,1115.0,40358,15,3,3,450.0
Raheja Acropolis ,Raheja Acropolis Ii Sion Trombay Road Deonar Chembur Mumbai Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1250.0,22000,3,3,2,275.0
Unnamed Property,Sector 15 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1185.0,12236,18,2,2,145.0
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1250.0,9200,10,3,2,115.0
RC Orchid Apartment ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,9047,3,2,2,95.0
City Century One ,Sector 21 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,11011,14,2,2,98.0
Shree Ramtanu Narayan Ellite ,Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,680.0,10588,5,1,1,72.0
Prabhu Shrine ,604 Sector 22 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Carpet Area,450.0,12222,6,1,1,55.0
Unnamed Property,Taloja Navi Mumbai Mumbai,Taloja Navi-Mumbai,0 to 1 Year,Ready To Move,Carpet Area,430.0,6976,2,1,2,30.0
Gami Amar Harmony ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,693.0,5627,14,1,2,39.0
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1115.0,7354,19,2,2,82.0
Paradise Sai Riverdale ,Taloja Panchanand Navi Mumbai Mumbai,Panchanand Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,690.0,7101,12,1,2,49.0
Unnamed Property,Siddheshwar Garden Kolshet Road Near D Mart Dhokali Thane Mumbai,Dhokali Thane,1 to 5 Year,Ready To Move,Carpet Area,710.0,16760,11,2,2,119.0
Terraform Everest World ,Everest World Kolshet Road Dokali Pada Thane Mumbai,Pada Thane,1 to 5 Year,Ready To Move,Carpet Area,890.0,15955,12,3,2,142.0
Unnamed Property,Kalpataru Sunrise Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1675.0,21779,8,3,3,235.0
Lodha Amara ,Lodha Amara Thane W Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1450.0,16526,28,3,3,157.0
Neelsidhi Tower ,Sector 12 Sector 12 Vashi Navi Mumbai Mumbai,Vashi Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1000.0,27500,1,3,3,275.0
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,672.0,14880,12,2,2,100.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,23882,24,3,2,310.0
Godrej The Trees ,Phirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2450.0,44897,17,4,4,1100.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,22342,36,3,2,290.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25038,38,3,3,325.0
Runwal Forests ,Near Mangatram Petrol Pump Kanjurmarg West Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1298.0,25346,22,3,3,329.0
Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1135.0,26431,28,3,2,300.0
Godrej The Trees ,Pirojshanagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,940.0,36170,13,2,2,340.0
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1120.0,38839,10,3,2,435.0
Godrej The Trees ,Pirojshah Nagar vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,640.0,26875,2,1,1,172.0
Unnamed Property,Kapurbawadi Thane Mumbai,Kapurbawadi Thane,1 to 5 Year,Ready To Move,Built Up Area,740.0,19189,8,2,2,142.0
Unnamed Property,Dhokali Thane Mumbai,Dhokali Thane,1 to 5 Year,Ready To Move,Built Up Area,744.0,18951,8,2,2,141.0
Omkar Empire ,Sector 10 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1250.0,8800,9,2,2,110.0
Unnamed Property,Kolshet Thane Mumbai,Kolshet Thane,0 to 1 Year,Ready To Move,Carpet Area,940.0,17234,25,2,4,162.0
Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Carpet Area,1150.0,8260,7,2,2,95.0
Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1186.0,20657,1,2,2,245.0
Kalpataru Woodsville ,Powai Chandivali Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1905.0,19947,1,3,3,380.0
Unnamed Property,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,690.0,8260,1,1,1,57.0
Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1335.0,10112,8,3,2,135.0
Kanakia Zen World ,Kanjur Marg East Central Mumbai suburbs Mumbai,Central Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,935.0,26595,2,2,2,200.0
Mhalsa Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1050.0,8571,12,2,2,90.0
Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,660.0,6060,4,1,2,40.0
Rajesh Residency ,Sector 36 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,10+ Year,Ready To Move,Super Built Up Area,1075.0,7441,3,2,2,80.0
Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Carpet Area,1167.0,16966,3,3,3,198.0
Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Built Up Area,1062.0,16195,25,2,2,172.0
Lodha Luxuria ,Majiwada Thane Mumbai,Majiwada Thane,1 to 5 Year,Ready To Move,Built Up Area,1690.0,11834,4,3,3,200.0
Unnamed Property,Anand Nagar Thane Mumbai,Nagar Thane,0 to 1 Year,Ready To Move,Built Up Area,876.0,10844,6,2,2,95.0
Unnamed Property,Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Built Up Area,877.0,8323,5,2,2,73.0
Unnamed Property,1304 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680.0,16911,14,2,2,115.0
Hiranandani Castle Rock ,Powai Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1230.0,26422,12,2,2,325.0
Gurukrupa Aramus Complex ,1100 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Built Up Area,1100.0,6727,11,1,1,74.0
Varsha Balaji Darshan ,300 Sector 16 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1130.0,9203,3,2,2,104.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1500.0,15200,13,3,3,228.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1500.0,15000,11,3,3,225.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9800,22,2,2,98.0
Kalpataru Sunrise ,1111 Balkum Thane Mumbai,Balkum Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1000.0,9900,7,2,2,99.0
Lodha Altia ,Wadala Mumbai Harbour Mumbai,Mumbai Harbour,0 to 1 Year,Ready To Move,Super Built Up Area,1057.0,37617,29,2,2,240.0
Atlantis ,1801 Panch Pakhadi Thane Mumbai,Pakhadi Thane,5 to 10 Year,Ready To Move,Super Built Up Area,580.0,15517,18,1,2,90.0
SKG Vijayashree ,Chembur Mumbai Harbour Mumbai,Mumbai Harbour,5 to 10 Year,Ready To Move,Super Built Up Area,1775.0,21126,2,3,3,375.0
Sabari Ashiana ,Sabari Aashiana Chs Ltd Deonar Form Road Mumbai 400088 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,10+ Year,Ready To Move,Super Built Up Area,1600.0,26562,4,3,3,425.0
Godrej The Trees ,Off Eastern Express Highway Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1398.0,31473,12,3,2,440.0
Luxora Crystal Spires ,Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2500.0,22067,3,3,3,395.0
Sheth Auris Ilaria ,2609 Malad West Mumbai,Malad Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1006.0,16820,29,2,2,169.0
Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Malad,0 to 1 Year,Ready To Move,Super Built Up Area,2815.0,24831,20,4,5,699.0
Bhoomi Celestia ,Malad West Malad West Mumbai,Malad Malad,0 to 1 Year,Ready To Move,Super Built Up Area,2279.0,24129,20,3,3,550.0
Unnamed Property,1111 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Carpet Area,680.0,13235,11,2,2,88.0
SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,9353,1,1,2,68.8
Strawberry ONYX ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,925.0,8918,1,2,2,82.5
Unnamed Property,888 Sector 21 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1070.0,13274,8,2,2,90.0
Rajesh Presidency ,Sector 3 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1600.0,8750,5,3,3,140.0
SK Imperial Heights ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,9279,2,2,2,100.0
Hiranandani-Estate Brentford ,302 Ghodbunder Road Thane Mumbai,Road Thane,10+ Year,Ready To Move,Carpet Area,370.0,22972,3,1,1,85.0
Umiya Oasis ,Mira Road Mira Road Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,715.0,9020,15,1,2,64.5
Sahakar Premier ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1075.0,7674,2,2,2,82.5
Unnamed Property,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1085.0,7695,5,2,2,83.5
Janki Legacy ,Ramdev Park Ramdev Park Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,735.0,8639,5,1,2,63.5
RNA NG Silver Spring ,Mira Road East Mira Road East Mira Road And Beyond Mumbai,Mira Road,0 to 1 Year,Ready To Move,Super Built Up Area,1095.0,8218,5,2,2,90.0
Shree Tirupati Riviera ,Siddheshwar Garden Kolshet Road Thane West Thane Mumbai,Thane Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1290.0,14494,7,3,2,129.0
Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,765.0,17516,6,2,2,134.0
Lodha Amara ,Lodha Amara 2bhk Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,672.0,14583,15,2,2,98.0
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Carpet Area,955.0,16439,23,3,3,157.0
Tulsi Aura ,Sector 8 Ghansoli Navi Mumbai Mumbai,Ghansoli Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,635.0,12598,6,1,2,80.0
Unnamed Property,Thakur Village Mumbai,Thakur Village,1 to 5 Year,Ready To Move,Carpet Area,1047.0,31041,20,3,3,325.0
Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1190.0,17931,8,2,2,137.0
Kalpataru Sunrise ,Kalpataru Sunrise Kolshet Road Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,780.0,17692,10,2,2,138.0
Pratik Regalia ,Sector 21 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,704.0,6676,6,1,2,47.0
Kalpataru Sunrise ,Kalpataru Sunrise Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Carpet Area,1089.0,20569,15,3,3,224.0
Lodha Sterling ,Lodha Sterling Kolshet Road Thane W Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1350.0,17647,7,2,2,159.0
Lodha Amara ,Lodha Amara Kolshet Road Thane Mumbai,Road Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1020.0,15476,6,2,2,104.0
Unnamed Property,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1264.0,18196,9,2,2,230.0
Godrej Prime ,Godrej Prime Chs Ltd Shell Colony Chembur East Mumbaik 71 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1280.0,18750,7,3,2,240.0
Unnamed Property,1002 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,3385.0,20679,10,4,4,700.0
Unnamed Property,1111 Kolshet Road Thane Mumbai,Road Thane,0 to 1 Year,Ready To Move,Super Built Up Area,900.0,11000,26,2,2,99.0
Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1440.0,17361,6,3,2,250.0
Godrej Central ,Godrej Central Chs Ltd Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1840.0,16304,4,3,3,300.0
Sun Sundaram Tower ,Sector 18 Kamothe Navi Mumbai Mumbai,Kamothe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1125.0,8711,9,2,2,98.0
One Hiranandani Park ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,1 to 5 Year,Ready To Move,Built Up Area,1957.0,20950,4,3,3,410.0
Runwal Eirene ,Balkum Thane Mumbai,Balkum Thane,0 to 1 Year,Ready To Move,Super Built Up Area,1650.0,11818,23,3,3,195.0
Dynamic Avenue ,Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,620.0,6129,4,1,1,38.0
Unnamed Property,0000 Bhaskar Colony Thane Mumbai,Colony Thane,0 to 1 Year,Ready To Move,Carpet Area,738.0,23712,4,2,2,175.0
Unnamed Property,Sector 18 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,725.0,7862,9,1,1,57.0
Runwal Forests ,Near Mangtram Petrol Pump Kanjur marg west Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1280.0,23437,46,3,3,300.0
Unnamed Property,Sector 20 Ulwe Navi Mumbai Mumbai,Ulwe Navi-Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1200.0,7000,1,2,2,84.0
Unnamed Property,0000 Teen Hath Naka Thane Mumbai,Teen-Hath-Naka Thane,5 to 10 Year,Ready To Move,Carpet Area,1450.0,22413,10,4,4,325.0
Hiranandani Eagleridge ,Hiranandani Estate Thane Mumbai,Hiranandani-Estate Thane,0 to 1 Year,Ready To Move,Carpet Area,990.0,24747,3,2,2,245.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,40897,16,1,2,155.0
Hiranandani Regent Hill ,Hiranandani Gardens Powai Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Carpet Area,379.0,39577,16,1,2,150.0
L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,1060.0,25283,14,2,2,268.0
Delta Avenue ,0000 Uthalsar Thane Mumbai,Uthalsar Thane,1 to 5 Year,Ready To Move,Super Built Up Area,1050.0,16190,2,2,2,170.0
Tridhaatu The Grand ,1202 Chembur Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1900.0,22631,12,3,3,430.0
Unnamed Property,Ghantali Thane Mumbai,Ghantali Thane,10+ Year,Ready To Move,Carpet Area,340.0,16764,3,1,1,57.0
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,2377.0,44173,17,4,4,1050.0
Godrej The Trees ,Pirojshanagar Vikhroli East Vikhroli East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,1300.0,38461,7,3,3,500.0
Paradise Sai Pearls ,Sector 35 Kharghar Navi Mumbai Mumbai,Kharghar Navi-Mumbai,5 to 10 Year,Ready To Move,Super Built Up Area,1240.0,8870,8,2,2,110.0
Godrej Central ,Godrej Central Shell Colony Chembur East Mumbai 71 Chembur East Mumbai Harbour Mumbai,Mumbai Harbour,1 to 5 Year,Ready To Move,Super Built Up Area,1600.0,20312,5,3,3,325.0
L and T Emerald Isle ,Saki Vihar Road Powai Central Mumbai suburbs Mumbai,Central Mumbai,1 to 5 Year,Ready To Move,Super Built Up Area,890.0,23370,21,2,2,208.0
Dosti Imperia ,Garden Facing Flat Available Manpada Thane Mumbai,Manpada Thane,1 to 5 Year,Ready To Move,Built Up Area,1220.0,22207,11,2,2,163.0
Unnamed Property,333 Ghatkopar East Central Mumbai suburbs Mumbai,Central Mumbai,0 to 1 Year,Ready To Move,Super Built Up Area,680.0,37205,3,2,2,253.0
Unnamed Property,302 Thane West Thane Mumbai,Thane Thane,10+ Year,Ready To Move,Super Built Up Area,1300.0,16923,3,3,2,220.0
Dosti Imperia ,Opp  R Mall Manpada Manpada Thane Mumbai,Manpada Thane,0 to 1 Year,Ready To Move,Built Up Area,2200.0,19772,20,4,5,435.0
Unnamed Property,3 Bhk Fully Furnished Flat Available Thane West Thane Mumbai,Thane Thane,0 to 1 Year,Ready To Move,Built Up Area,1800.0,19444,0,3,3,350.0
